x,y,roiCounts,normalizedCounts,flux,normalizedFlux,nPrimary
-11.2245,-47.9592,572,0.00572,903,0.00903,600000
-11.2245,-45.9184,550,0.0055,897,0.00897,600000
-11.2245,-43.8776,519,0.00519,846,0.00846,600000
-11.2245,-41.8367,531,0.0053100000000000005,890,0.0089,600000
-11.2245,-39.7959,577,0.00577,889,0.00889,600000
-11.2245,-37.7551,467,0.0046700000000000005,859,0.00859,600000
-11.2245,-35.7143,533,0.00533,849,0.008490000000000001,600000
-11.2245,-33.6735,519,0.00519,892,0.00892,600000
-11.2245,-31.6327,513,0.00513,889,0.00889,600000
-11.2245,-29.5918,571,0.00571,866,0.00866,600000
-11.2245,-27.551,526,0.00526,871,0.00871,600000
-11.2245,-25.5102,471,0.00471,867,0.00867,600000
-11.2245,-23.4694,553,0.00553,883,0.00883,600000
-11.2245,-21.4286,576,0.00576,905,0.009049999999999999,600000
-11.2245,-19.3878,542,0.00542,893,0.00893,600000
-11.2245,-17.3469,565,0.0056500000000000005,945,0.00945,600000
-11.2245,-15.3061,507,0.00507,887,0.00887,600000
-11.2245,-13.2653,484,0.0048400000000000006,861,0.00861,600000
-11.2245,-11.2245,526,0.00526,892,0.00892,600000
-11.2245,-9.18367,506,0.00506,880,0.0088,600000
-11.2245,-7.14286,559,0.0055899999999999995,822,0.00822,600000
-11.2245,-5.10204,556,0.005560000000000001,927,0.00927,600000
-11.2245,-3.06122,545,0.00545,878,0.00878,600000
-11.2245,-1.02041,532,0.00532,871,0.008709999999999999,600000
-11.2245,1.02041,523,0.00523,850,0.0085,600000
-11.2245,3.06122,530,0.0053,841,0.00841,600000
-11.2245,5.10204,489,0.00489,845,0.00845,600000
-11.2245,7.14286,559,0.0055899999999999995,870,0.0087,600000
-11.2245,9.18367,582,0.00582,894,0.00894,600000
-11.2245,11.2245,489,0.00489,847,0.00847,600000
-11.2245,13.2653,432,0.00432,829,0.00829,600000
-11.2245,15.3061,575,0.00575,921,0.00921,600000
-11.2245,17.3469,541,0.00541,887,0.00887,600000
-11.2245,19.3878,561,0.00561,891,0.00891,600000
-11.2245,21.4286,496,0.00496,850,0.0085,600000
-11.2245,23.4694,526,0.00526,872,0.00872,600000
-11.2245,25.5102,515,0.00515,840,0.0084,600000
-11.2245,27.551,545,0.00545,908,0.00908,600000
-11.2245,29.5918,525,0.00525,853,0.008530000000000001,600000
-11.2245,31.6327,537,0.00537,920,0.0092,600000
-11.2245,33.6735,467,0.0046700000000000005,851,0.00851,600000
-11.2245,35.7143,557,0.00557,886,0.00886,600000
-11.2245,37.7551,566,0.00566,895,0.00895,600000
-11.2245,39.7959,500,0.005,882,0.00882,600000
-11.2245,41.8367,576,0.00576,876,0.00876,600000
-11.2245,43.8776,536,0.00536,832,0.008320000000000001,600000
-11.2245,45.9184,611,0.00611,883,0.00883,600000
-11.2245,47.9592,517,0.00517,886,0.00886,600000
-11.2245,50.0,518,0.005180000000000001,896,0.00896,600000
-9.18367,-50.0,548,0.00548,930,0.0093,600000
-9.18367,-47.9592,627,0.0062699999999999995,931,0.009309999999999999,600000
-9.18367,-45.9184,462,0.00462,804,0.00804,600000
-9.18367,-43.8776,568,0.00568,871,0.00871,600000
-9.18367,-41.8367,520,0.0052,859,0.00859,600000
-9.18367,-39.7959,517,0.00517,814,0.00814,600000
-9.18367,-37.7551,543,0.00543,875,0.00875,600000
-9.18367,-35.7143,542,0.0054199999999999995,842,0.00842,600000
-9.18367,-33.6735,583,0.00583,898,0.00898,600000
-9.18367,-31.6327,600,0.006,915,0.00915,600000
-9.18367,-29.5918,594,0.00594,902,0.00902,600000
-9.18367,-27.551,542,0.00542,912,0.00912,600000
-9.18367,-25.5102,547,0.005469999999999999,898,0.00898,600000
-9.18367,-23.4694,487,0.00487,857,0.00857,600000
-9.18367,-21.4286,493,0.00493,857,0.00857,600000
-9.18367,-19.3878,502,0.00502,877,0.00877,600000
-9.18367,-17.3469,511,0.00511,852,0.00852,600000
-9.18367,-15.3061,558,0.00558,920,0.0092,600000
-9.18367,-13.2653,596,0.00596,883,0.00883,600000
-9.18367,-11.2245,529,0.00529,904,0.00904,600000
-9.18367,-9.18367,520,0.0052,882,0.00882,600000
-9.18367,-7.14286,529,0.0052899999999999996,892,0.00892,600000
-9.18367,-5.10204,554,0.00554,857,0.00857,600000
-9.18367,-3.06122,519,0.00519,912,0.00912,600000
-9.18367,-1.02041,546,0.0054600000000000004,869,0.00869,600000
-9.18367,1.02041,525,0.0052499999999999995,860,0.0086,600000
-9.18367,3.06122,526,0.00526,865,0.00865,600000
-9.18367,5.10204,544,0.00544,877,0.00877,600000
-9.18367,7.14286,569,0.005690000000000001,883,0.008830000000000001,600000
-9.18367,9.18367,497,0.00497,856,0.00856,600000
-9.18367,11.2245,491,0.00491,883,0.008830000000000001,600000
-9.18367,13.2653,532,0.00532,875,0.00875,600000
-9.18367,15.3061,498,0.00498,886,0.00886,600000
-9.18367,17.3469,501,0.00501,857,0.00857,600000
-9.18367,19.3878,556,0.00556,854,0.008539999999999999,600000
-9.18367,21.4286,589,0.00589,853,0.00853,600000
-9.18367,23.4694,542,0.0054199999999999995,855,0.00855,600000
-9.18367,25.5102,520,0.0052,876,0.00876,600000
-9.18367,27.551,500,0.005,878,0.00878,600000
-9.18367,29.5918,594,0.00594,919,0.00919,600000
-9.18367,31.6327,493,0.00493,830,0.0083,600000
-9.18367,33.6735,557,0.00557,900,0.009,600000
-9.18367,35.7143,484,0.0048400000000000006,834,0.00834,600000
-9.18367,37.7551,537,0.00537,888,0.00888,600000
-9.18367,39.7959,564,0.00564,888,0.008879999999999999,600000
-9.18367,41.8367,564,0.00564,868,0.00868,600000
-9.18367,43.8776,547,0.00547,848,0.00848,600000
-9.18367,45.9184,615,0.00615,957,0.00957,600000
-9.18367,47.9592,555,0.00555,915,0.00915,600000
-9.18367,50.0,581,0.00581,935,0.00935,600000
-7.14286,-50.0,526,0.00526,915,0.00915,600000
-7.14286,-47.9592,532,0.00532,868,0.00868,600000
-7.14286,-45.9184,551,0.00551,907,0.00907,600000
-7.14286,-43.8776,492,0.00492,911,0.00911,600000
-7.14286,-41.8367,549,0.00549,866,0.00866,600000
-7.14286,-39.7959,567,0.00567,836,0.00836,600000
-7.14286,-37.7551,485,0.00485,835,0.00835,600000
-7.14286,-35.7143,532,0.00532,922,0.009219999999999999,600000
-7.14286,-33.6735,494,0.00494,776,0.0077599999999999995,600000
-7.14286,-31.6327,557,0.00557,944,0.00944,600000
-7.14286,-29.5918,535,0.00535,895,0.00895,600000
-7.14286,-27.551,608,0.00608,919,0.00919,600000
-7.14286,-25.5102,538,0.005379999999999999,877,0.00877,600000
-7.14286,-23.4694,468,0.00468,847,0.00847,600000
-7.14286,-21.4286,600,0.006,909,0.009089999999999999,600000
-7.14286,-19.3878,551,0.00551,918,0.00918,600000
-7.14286,-17.3469,469,0.00469,807,0.00807,600000
-7.14286,-15.3061,465,0.00465,822,0.00822,600000
-7.14286,-13.2653,525,0.00525,877,0.00877,600000
-7.14286,-11.2245,470,0.0047,810,0.0081,600000
-7.14286,-9.18367,516,0.00516,845,0.00845,600000
-7.14286,-7.14286,579,0.00579,945,0.00945,600000
-7.14286,-5.10204,556,0.00556,923,0.00923,600000
-7.14286,-3.06122,567,0.00567,899,0.00899,600000
-7.14286,-1.02041,597,0.00597,879,0.00879,600000
-7.14286,1.02041,531,0.00531,891,0.00891,600000
-7.14286,3.06122,531,0.00531,837,0.00837,600000
-7.14286,5.10204,518,0.00518,860,0.0086,600000
-7.14286,7.14286,557,0.00557,883,0.008830000000000001,600000
-7.14286,9.18367,615,0.00615,959,0.00959,600000
-7.14286,11.2245,491,0.00491,829,0.00829,600000
-7.14286,13.2653,505,0.00505,861,0.00861,600000
-7.14286,15.3061,547,0.00547,868,0.00868,600000
-7.14286,17.3469,546,0.00546,900,0.009000000000000001,600000
-7.14286,19.3878,578,0.00578,880,0.0088,600000
-7.14286,21.4286,484,0.00484,854,0.008539999999999999,600000
-7.14286,23.4694,549,0.00549,927,0.00927,600000
-7.14286,25.5102,525,0.0052499999999999995,877,0.00877,600000
-7.14286,27.551,516,0.00516,882,0.00882,600000
-7.14286,29.5918,591,0.00591,931,0.00931,600000
-7.14286,31.6327,555,0.00555,946,0.00946,600000
-7.14286,33.6735,530,0.0053,891,0.00891,600000
-7.14286,35.7143,495,0.0049499999999999995,856,0.00856,600000
-7.14286,37.7551,544,0.00544,883,0.00883,600000
-7.14286,39.7959,446,0.00446,886,0.00886,600000
-7.14286,41.8367,548,0.0054800000000000005,850,0.0085,600000
-7.14286,43.8776,519,0.00519,859,0.00859,600000
-7.14286,45.9184,529,0.00529,964,0.00964,600000
-7.14286,47.9592,518,0.00518,847,0.00847,600000
-7.14286,50.0,519,0.00519,859,0.00859,600000
-5.10204,-50.0,555,0.005549999999999999,849,0.00849,600000
-5.10204,-47.9592,565,0.0056500000000000005,876,0.00876,600000
-5.10204,-45.9184,539,0.00539,850,0.0085,600000
-5.10204,-43.8776,568,0.00568,920,0.0092,600000
-5.10204,-41.8367,572,0.00572,855,0.00855,600000
-5.10204,-39.7959,474,0.00474,849,0.00849,600000
-5.10204,-37.7551,498,0.00498,876,0.00876,600000
-5.10204,-35.7143,606,0.00606,908,0.00908,600000
-5.10204,-33.6735,542,0.0054199999999999995,899,0.00899,600000
-5.10204,-31.6327,578,0.00578,874,0.00874,600000
-5.10204,-29.5918,543,0.00543,881,0.00881,600000
-5.10204,-27.551,543,0.00543,837,0.00837,600000
-5.10204,-25.5102,501,0.0050100000000000006,847,0.00847,600000
-5.10204,-23.4694,553,0.00553,890,0.0089,600000
-5.10204,-21.4286,552,0.00552,904,0.00904,600000
-5.10204,-19.3878,507,0.00507,869,0.00869,600000
-5.10204,-17.3469,531,0.0053100000000000005,884,0.00884,600000
-5.10204,-15.3061,547,0.00547,905,0.009049999999999999,600000
-5.10204,-13.2653,628,0.00628,948,0.00948,600000
-5.10204,-11.2245,458,0.00458,837,0.008369999999999999,600000
-5.10204,-9.18367,581,0.00581,944,0.00944,600000
-5.10204,-7.14286,633,0.0063300000000000006,862,0.00862,600000
-5.10204,-5.10204,556,0.00556,932,0.00932,600000
-5.10204,-3.06122,489,0.00489,884,0.00884,600000
-5.10204,-1.02041,603,0.00603,960,0.009600000000000001,600000
-5.10204,1.02041,574,0.00574,949,0.00949,600000
-5.10204,3.06122,541,0.00541,908,0.00908,600000
-5.10204,5.10204,446,0.00446,795,0.00795,600000
-5.10204,7.14286,576,0.0057599999999999995,886,0.00886,600000
-5.10204,9.18367,505,0.00505,853,0.00853,600000
-5.10204,11.2245,502,0.00502,805,0.00805,600000
-5.10204,13.2653,562,0.00562,896,0.00896,600000
-5.10204,15.3061,556,0.005560000000000001,881,0.00881,600000
-5.10204,17.3469,548,0.00548,869,0.00869,600000
-5.10204,19.3878,537,0.00537,857,0.00857,600000
-5.10204,21.4286,627,0.0062699999999999995,931,0.00931,600000
-5.10204,23.4694,511,0.00511,896,0.00896,600000
-5.10204,25.5102,478,0.0047799999999999995,880,0.0088,600000
-5.10204,27.551,491,0.0049099999999999994,829,0.00829,600000
-5.10204,29.5918,490,0.0049,839,0.00839,600000
-5.10204,31.6327,525,0.00525,854,0.008539999999999999,600000
-5.10204,33.6735,524,0.00524,879,0.00879,600000
-5.10204,35.7143,530,0.0053,874,0.00874,600000
-5.10204,37.7551,583,0.00583,897,0.00897,600000
-5.10204,39.7959,556,0.00556,914,0.00914,600000
-5.10204,41.8367,524,0.00524,869,0.00869,600000
-5.10204,43.8776,585,0.00585,926,0.009260000000000001,600000
-5.10204,45.9184,557,0.00557,871,0.008709999999999999,600000
-5.10204,47.9592,492,0.00492,895,0.00895,600000
-5.10204,50.0,516,0.0051600000000000005,848,0.00848,600000
-3.06122,-50.0,551,0.00551,878,0.00878,600000
-3.06122,-47.9592,513,0.00513,827,0.00827,600000
-3.06122,-45.9184,531,0.0053100000000000005,871,0.008709999999999999,600000
-3.06122,-43.8776,571,0.00571,864,0.00864,600000
-3.06122,-41.8367,431,0.00431,805,0.00805,600000
-3.06122,-39.7959,564,0.00564,898,0.00898,600000
-3.06122,-37.7551,521,0.00521,873,0.00873,600000
-3.06122,-35.7143,532,0.00532,889,0.00889,600000
-3.06122,-33.6735,395,0.00395,797,0.00797,600000
-3.06122,-31.6327,521,0.00521,907,0.00907,600000
-3.06122,-29.5918,640,0.0063999999999999994,864,0.00864,600000
-3.06122,-27.551,531,0.00531,868,0.00868,600000
-3.06122,-25.5102,506,0.00506,872,0.00872,600000
-3.06122,-23.4694,589,0.00589,884,0.00884,600000
-3.06122,-21.4286,578,0.00578,911,0.00911,600000
-3.06122,-19.3878,546,0.0054600000000000004,913,0.00913,600000
-3.06122,-17.3469,504,0.00504,901,0.00901,600000
-3.06122,-15.3061,495,0.0049499999999999995,823,0.00823,600000
-3.06122,-13.2653,529,0.0052899999999999996,909,0.009089999999999999,600000
-3.06122,-11.2245,546,0.0054600000000000004,882,0.00882,600000
-3.06122,-9.18367,568,0.00568,884,0.00884,600000
-3.06122,-7.14286,537,0.00537,865,0.00865,600000
-3.06122,-5.10204,614,0.00614,910,0.0091,600000
-3.06122,-3.06122,580,0.0058,946,0.00946,600000
-3.06122,-1.02041,517,0.00517,927,0.00927,600000
-3.06122,1.02041,566,0.00566,936,0.00936,600000
-3.06122,3.06122,554,0.00554,871,0.008709999999999999,600000
-3.06122,5.10204,562,0.00562,889,0.00889,600000
-3.06122,7.14286,508,0.0050799999999999994,918,0.00918,600000
-3.06122,9.18367,590,0.0059,890,0.0089,600000
-3.06122,11.2245,565,0.00565,846,0.00846,600000
-3.06122,13.2653,519,0.00519,873,0.00873,600000
-3.06122,15.3061,550,0.0055,889,0.00889,600000
-3.06122,17.3469,534,0.00534,836,0.00836,600000
-3.06122,19.3878,561,0.0056099999999999995,921,0.00921,600000
-3.06122,21.4286,566,0.00566,940,0.0094,600000
-3.06122,23.4694,582,0.0058200000000000005,884,0.00884,600000
-3.06122,25.5102,493,0.00493,866,0.008660000000000001,600000
-3.06122,27.551,483,0.00483,831,0.00831,600000
-3.06122,29.5918,577,0.00577,938,0.00938,600000
-3.06122,31.6327,574,0.00574,917,0.00917,600000
-3.06122,33.6735,501,0.00501,819,0.00819,600000
-3.06122,35.7143,492,0.00492,814,0.00814,600000
-3.06122,37.7551,512,0.00512,869,0.00869,600000
-3.06122,39.7959,481,0.00481,805,0.00805,600000
-3.06122,41.8367,510,0.0051,838,0.00838,600000
-3.06122,43.8776,572,0.00572,916,0.00916,600000
-3.06122,45.9184,482,0.00482,865,0.00865,600000
-3.06122,47.9592,516,0.00516,843,0.00843,600000
-3.06122,50.0,653,0.00653,906,0.00906,600000
-1.02041,-50.0,499,0.00499,865,0.00865,600000
-1.02041,-47.9592,551,0.00551,880,0.0088,600000
-1.02041,-45.9184,532,0.00532,879,0.00879,600000
-1.02041,-43.8776,503,0.00503,853,0.00853,600000
-1.02041,-41.8367,601,0.00601,936,0.00936,600000
-1.02041,-39.7959,514,0.0051400000000000005,835,0.00835,600000
-1.02041,-37.7551,487,0.00487,875,0.00875,600000
-1.02041,-35.7143,538,0.00538,835,0.00835,600000
-1.02041,-33.6735,519,0.00519,894,0.00894,600000
-1.02041,-31.6327,564,0.00564,900,0.009,600000
-1.02041,-29.5918,537,0.005370000000000001,875,0.00875,600000
-1.02041,-27.551,528,0.00528,848,0.00848,600000
-1.02041,-25.5102,469,0.00469,862,0.00862,600000
-1.02041,-23.4694,530,0.0053,892,0.00892,600000
-1.02041,-21.4286,567,0.00567,897,0.00897,600000
-1.02041,-19.3878,529,0.0052899999999999996,887,0.00887,600000
-1.02041,-17.3469,576,0.00576,961,0.00961,600000
-1.02041,-15.3061,529,0.0052899999999999996,891,0.00891,600000
-1.02041,-13.2653,486,0.00486,835,0.00835,600000
-1.02041,-11.2245,524,0.00524,904,0.00904,600000
-1.02041,-9.18367,529,0.0052899999999999996,874,0.00874,600000
-1.02041,-7.14286,537,0.00537,833,0.00833,600000
-1.02041,-5.10204,574,0.00574,955,0.00955,600000
-1.02041,-3.06122,542,0.0054199999999999995,889,0.00889,600000
-1.02041,-1.02041,557,0.00557,903,0.00903,600000
-1.02041,1.02041,482,0.00482,780,0.0078,600000
-1.02041,3.06122,570,0.0057,893,0.00893,600000
-1.02041,5.10204,543,0.00543,882,0.00882,600000
-1.02041,7.14286,594,0.00594,910,0.0091,600000
-1.02041,9.18367,539,0.00539,857,0.00857,600000
-1.02041,11.2245,503,0.00503,871,0.00871,600000
-1.02041,13.2653,503,0.00503,901,0.00901,600000
-1.02041,15.3061,559,0.00559,904,0.00904,600000
-1.02041,17.3469,571,0.00571,954,0.00954,600000
-1.02041,19.3878,537,0.00537,877,0.00877,600000
-1.02041,21.4286,538,0.00538,885,0.00885,600000
-1.02041,23.4694,537,0.00537,835,0.00835,600000
-1.02041,25.5102,539,0.00539,894,0.00894,600000
-1.02041,27.551,509,0.00509,861,0.00861,600000
-1.02041,29.5918,541,0.00541,905,0.009049999999999999,600000
-1.02041,31.6327,547,0.00547,909,0.00909,600000
-1.02041,33.6735,537,0.00537,872,0.00872,600000
-1.02041,35.7143,504,0.00504,886,0.00886,600000
-1.02041,37.7551,591,0.00591,904,0.00904,600000
-1.02041,39.7959,504,0.00504,866,0.00866,600000
-1.02041,41.8367,565,0.0056500000000000005,868,0.00868,600000
-1.02041,43.8776,554,0.00554,828,0.00828,600000
-1.02041,45.9184,609,0.00609,905,0.00905,600000
-1.02041,47.9592,497,0.0049700000000000005,914,0.009139999999999999,600000
-1.02041,50.0,548,0.0054800000000000005,870,0.0087,600000
1.02041,-50.0,552,0.005520000000000001,929,0.00929,600000
1.02041,-47.9592,634,0.00634,932,0.00932,600000
1.02041,-45.9184,446,0.00446,797,0.00797,600000
1.02041,-43.8776,533,0.00533,860,0.0086,600000
1.02041,-41.8367,524,0.00524,870,0.0087,600000
1.02041,-39.7959,518,0.005180000000000001,818,0.00818,600000
1.02041,-37.7551,571,0.00571,886,0.00886,600000
1.02041,-35.7143,546,0.0054600000000000004,846,0.00846,600000
1.02041,-33.6735,567,0.00567,890,0.0089,600000
1.02041,-31.6327,626,0.00626,913,0.00913,600000
1.02041,-29.5918,632,0.00632,912,0.00912,600000
1.02041,-27.551,554,0.00554,900,0.009,600000
1.02041,-25.5102,543,0.00543,929,0.00929,600000
1.02041,-23.4694,496,0.00496,882,0.00882,600000
1.02041,-21.4286,499,0.00499,853,0.00853,600000
1.02041,-19.3878,499,0.0049900000000000005,866,0.00866,600000
1.02041,-17.3469,553,0.00553,878,0.00878,600000
1.02041,-15.3061,567,0.00567,935,0.009349999999999999,600000
1.02041,-13.2653,579,0.00579,896,0.00896,600000
1.02041,-11.2245,566,0.00566,908,0.00908,600000
1.02041,-9.18367,513,0.00513,881,0.00881,600000
1.02041,-7.14286,542,0.00542,893,0.00893,600000
1.02041,-5.10204,535,0.00535,855,0.00855,600000
1.02041,-3.06122,516,0.00516,888,0.00888,600000
1.02041,-1.02041,536,0.00536,884,0.00884,600000
1.02041,1.02041,510,0.0051,856,0.00856,600000
1.02041,3.06122,538,0.00538,845,0.008450000000000001,600000
1.02041,5.10204,464,0.00464,839,0.00839,600000
1.02041,7.14286,584,0.00584,879,0.00879,600000
1.02041,9.18367,445,0.00445,786,0.00786,600000
1.02041,11.2245,529,0.0052899999999999996,902,0.00902,600000
1.02041,13.2653,503,0.00503,858,0.008579999999999999,600000
1.02041,15.3061,536,0.00536,894,0.00894,600000
1.02041,17.3469,451,0.00451,857,0.00857,600000
1.02041,19.3878,615,0.00615,885,0.00885,600000
1.02041,21.4286,558,0.00558,842,0.00842,600000
1.02041,23.4694,524,0.00524,841,0.00841,600000
1.02041,25.5102,542,0.0054199999999999995,902,0.00902,600000
1.02041,27.551,521,0.00521,872,0.00872,600000
1.02041,29.5918,587,0.00587,922,0.009219999999999999,600000
1.02041,31.6327,493,0.00493,829,0.00829,600000
1.02041,33.6735,556,0.00556,919,0.00919,600000
1.02041,35.7143,485,0.00485,838,0.00838,600000
1.02041,37.7551,521,0.00521,893,0.00893,600000
1.02041,39.7959,541,0.00541,873,0.00873,600000
1.02041,41.8367,584,0.00584,863,0.00863,600000
1.02041,43.8776,548,0.0054800000000000005,861,0.00861,600000
1.02041,45.9184,642,0.00642,959,0.00959,600000
1.02041,47.9592,538,0.00538,895,0.00895,600000
1.02041,50.0,559,0.0055899999999999995,937,0.00937,600000
3.06122,-50.0,521,0.00521,877,0.00877,600000
3.06122,-47.9592,545,0.00545,878,0.00878,600000
3.06122,-45.9184,539,0.00539,875,0.00875,600000
3.06122,-43.8776,486,0.00486,920,0.0092,600000
3.06122,-41.8367,581,0.00581,883,0.008830000000000001,600000
3.06122,-39.7959,567,0.00567,844,0.00844,600000
3.06122,-37.7551,523,0.00523,860,0.0086,600000
3.06122,-35.7143,520,0.0052,898,0.00898,600000
3.06122,-33.6735,484,0.0048400000000000006,778,0.0077800000000000005,600000
3.06122,-31.6327,570,0.0057,948,0.00948,600000
3.06122,-29.5918,550,0.0055,899,0.00899,600000
3.06122,-27.551,581,0.00581,909,0.009089999999999999,600000
3.06122,-25.5102,530,0.0053,842,0.00842,600000
3.06122,-23.4694,502,0.00502,918,0.00918,600000
3.06122,-21.4286,577,0.00577,877,0.00877,600000
3.06122,-19.3878,586,0.00586,935,0.00935,600000
3.06122,-17.3469,494,0.00494,829,0.00829,600000
3.06122,-15.3061,453,0.00453,806,0.00806,600000
3.06122,-13.2653,541,0.00541,878,0.00878,600000
3.06122,-11.2245,502,0.00502,838,0.00838,600000
3.06122,-9.18367,497,0.0049700000000000005,849,0.00849,600000
3.06122,-7.14286,605,0.00605,959,0.00959,600000
3.06122,-5.10204,544,0.00544,919,0.00919,600000
3.06122,-3.06122,564,0.00564,895,0.00895,600000
3.06122,-1.02041,605,0.00605,886,0.00886,600000
3.06122,1.02041,499,0.00499,892,0.00892,600000
3.06122,3.06122,514,0.0051400000000000005,819,0.00819,600000
3.06122,5.10204,531,0.00531,829,0.00829,600000
3.06122,7.14286,507,0.00507,862,0.00862,600000
3.06122,9.18367,666,0.00666,990,0.0099,600000
3.06122,11.2245,470,0.0047,839,0.00839,600000
3.06122,13.2653,521,0.005209999999999999,883,0.00883,600000
3.06122,15.3061,538,0.00538,857,0.00857,600000
3.06122,17.3469,556,0.005560000000000001,910,0.0091,600000
3.06122,19.3878,531,0.0053100000000000005,869,0.00869,600000
3.06122,21.4286,501,0.0050100000000000006,858,0.008579999999999999,600000
3.06122,23.4694,519,0.00519,920,0.0092,600000
3.06122,25.5102,523,0.00523,859,0.00859,600000
3.06122,27.551,546,0.0054600000000000004,927,0.00927,600000
3.06122,29.5918,565,0.0056500000000000005,908,0.00908,600000
3.06122,31.6327,576,0.00576,965,0.00965,600000
3.06122,33.6735,552,0.00552,872,0.00872,600000
3.06122,35.7143,495,0.0049499999999999995,869,0.00869,600000
3.06122,37.7551,531,0.00531,877,0.00877,600000
3.06122,39.7959,456,0.00456,861,0.00861,600000
3.06122,41.8367,560,0.0056,867,0.00867,600000
3.06122,43.8776,540,0.0054,872,0.00872,600000
3.06122,45.9184,532,0.00532,984,0.00984,600000
3.06122,47.9592,509,0.00509,850,0.0085,600000
3.06122,50.0,520,0.0052,857,0.00857,600000
5.10204,-50.0,540,0.0054,832,0.00832,600000
5.10204,-47.9592,567,0.00567,886,0.00886,600000
5.10204,-45.9184,563,0.00563,853,0.00853,600000
5.10204,-43.8776,590,0.0059,935,0.00935,600000
5.10204,-41.8367,577,0.00577,880,0.0088,600000
5.10204,-39.7959,468,0.00468,837,0.008369999999999999,600000
5.10204,-37.7551,474,0.00474,844,0.00844,600000
5.10204,-35.7143,638,0.00638,944,0.00944,600000
5.10204,-33.6735,569,0.00569,901,0.00901,600000
5.10204,-31.6327,562,0.00562,878,0.00878,600000
5.10204,-29.5918,557,0.00557,913,0.00913,600000
5.10204,-27.551,530,0.0053,831,0.00831,600000
5.10204,-25.5102,514,0.0051400000000000005,857,0.00857,600000
5.10204,-23.4694,550,0.0055,886,0.00886,600000
5.10204,-21.4286,528,0.00528,862,0.00862,600000
5.10204,-19.3878,524,0.00524,879,0.00879,600000
5.10204,-17.3469,535,0.00535,878,0.00878,600000
5.10204,-15.3061,539,0.00539,874,0.00874,600000
5.10204,-13.2653,611,0.00611,944,0.00944,600000
5.10204,-11.2245,486,0.00486,832,0.00832,600000
5.10204,-9.18367,534,0.00534,908,0.00908,600000
5.10204,-7.14286,608,0.00608,853,0.00853,600000
5.10204,-5.10204,518,0.00518,844,0.00844,600000
5.10204,-3.06122,526,0.00526,940,0.0094,600000
5.10204,-1.02041,573,0.00573,942,0.00942,600000
5.10204,1.02041,592,0.00592,946,0.00946,600000
5.10204,3.06122,544,0.00544,918,0.00918,600000
5.10204,5.10204,434,0.00434,782,0.00782,600000
5.10204,7.14286,571,0.00571,886,0.00886,600000
5.10204,9.18367,494,0.00494,858,0.00858,600000
5.10204,11.2245,519,0.00519,820,0.0082,600000
5.10204,13.2653,585,0.00585,899,0.00899,600000
5.10204,15.3061,555,0.00555,877,0.00877,600000
5.10204,17.3469,558,0.00558,868,0.00868,600000
5.10204,19.3878,578,0.00578,877,0.00877,600000
5.10204,21.4286,627,0.0062699999999999995,938,0.00938,600000
5.10204,23.4694,506,0.00506,872,0.00872,600000
5.10204,25.5102,497,0.0049700000000000005,895,0.00895,600000
5.10204,27.551,486,0.00486,832,0.008320000000000001,600000
5.10204,29.5918,485,0.00485,825,0.00825,600000
5.10204,31.6327,531,0.0053100000000000005,839,0.00839,600000
5.10204,33.6735,511,0.00511,871,0.008709999999999999,600000
5.10204,35.7143,541,0.00541,894,0.00894,600000
5.10204,37.7551,578,0.00578,897,0.00897,600000
5.10204,39.7959,546,0.00546,905,0.00905,600000
5.10204,41.8367,531,0.0053100000000000005,887,0.00887,600000
5.10204,43.8776,574,0.00574,919,0.00919,600000
5.10204,45.9184,556,0.00556,887,0.00887,600000
5.10204,47.9592,476,0.00476,894,0.00894,600000
5.10204,50.0,569,0.00569,861,0.00861,600000
7.14286,-50.0,566,0.00566,898,0.00898,600000
7.14286,-47.9592,502,0.00502,826,0.00826,600000
7.14286,-45.9184,537,0.005370000000000001,885,0.00885,600000
7.14286,-43.8776,561,0.00561,860,0.0086,600000
7.14286,-41.8367,462,0.00462,820,0.0082,600000
7.14286,-39.7959,533,0.00533,896,0.008960000000000001,600000
7.14286,-37.7551,526,0.00526,880,0.0088,600000
7.14286,-35.7143,494,0.00494,895,0.00895,600000
7.14286,-33.6735,411,0.00411,815,0.008150000000000001,600000
7.14286,-31.6327,518,0.005180000000000001,894,0.00894,600000
7.14286,-29.5918,672,0.00672,896,0.00896,600000
7.14286,-27.551,525,0.00525,862,0.00862,600000
7.14286,-25.5102,524,0.00524,895,0.00895,600000
7.14286,-23.4694,612,0.0061200000000000004,888,0.00888,600000
7.14286,-21.4286,578,0.00578,904,0.00904,600000
7.14286,-19.3878,528,0.00528,906,0.00906,600000
7.14286,-17.3469,504,0.00504,882,0.00882,600000
7.14286,-15.3061,493,0.00493,843,0.00843,600000
7.14286,-13.2653,529,0.0052899999999999996,930,0.0093,600000
7.14286,-11.2245,501,0.0050100000000000006,847,0.00847,600000
7.14286,-9.18367,564,0.00564,877,0.00877,600000
7.14286,-7.14286,543,0.00543,875,0.00875,600000
7.14286,-5.10204,577,0.00577,906,0.00906,600000
7.14286,-3.06122,577,0.00577,938,0.00938,600000
7.14286,-1.02041,518,0.00518,937,0.00937,600000
7.14286,1.02041,561,0.00561,911,0.00911,600000
7.14286,3.06122,523,0.00523,846,0.00846,600000
7.14286,5.10204,596,0.00596,910,0.0091,600000
