x,y,detectorID,nPrimary_crack,roiCounts_crack,normalizedCounts_crack,flux_crack,normalizedFlux_crack,nPrimary_normal,roiCounts_normal,normalizedCounts_normal,flux_normal,normalizedFlux_normal,roiCounts_abs_diff,roiCounts_rel_diff,roiCounts_sym_rel_diff,normalizedCounts_abs_diff,normalizedCounts_rel_diff,normalizedCounts_sym_rel_diff,flux_abs_diff,flux_rel_diff,flux_sym_rel_diff,normalizedFlux_abs_diff,normalizedFlux_rel_diff,normalizedFlux_sym_rel_diff
5.10204,19.3878,5,100000,31,0.00031,88,0.00088,100000,31,0.00031,88,0.00088,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,21.4286,0,100000,42,0.00042,76,0.00076,100000,42,0.00042,76,0.00076,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,21.4286,1,100000,42,0.00042,82,0.00082,100000,44,0.00044,83,0.00083,-2,-0.045454545454545456,-0.046511627906976744,-1.9999999999999998e-05,-0.04545454545454545,-0.04651162790697674,-1,-0.012048192771084338,-0.012121212121212121,-1.0000000000000026e-05,-0.01204819277108437,-0.012121212121212152
5.10204,21.4286,2,100000,41,0.00041,73,0.00073,100000,41,0.00041,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,21.4286,3,100000,29,0.00029,71,0.00071,100000,29,0.00029,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,-1,-0.013888888888888888,-0.013986013986013986,-1.0000000000000026e-05,-0.013888888888888925,-0.013986013986014022
5.10204,21.4286,4,100000,18,0.00018,69,0.00069,100000,19,0.00019,71,0.00071,-1,-0.05263157894736842,-0.05405405405405406,-9.999999999999999e-06,-0.05263157894736841,-0.05405405405405405,-2,-0.028169014084507043,-0.02857142857142857,-2.0000000000000052e-05,-0.028169014084507116,-0.028571428571428647
5.10204,21.4286,5,100000,44,0.00044,81,0.00081,100000,44,0.00044,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,1,0.0125,0.012422360248447204,9.999999999999918e-06,0.012499999999999897,0.012422360248447104
5.10204,23.4694,0,100000,27,0.00027,81,0.00081,100000,27,0.00027,81,0.00081,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,23.4694,1,100000,43,0.00043,78,0.00078,100000,43,0.00043,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,23.4694,2,100000,32,0.00032,68,0.00068,100000,32,0.00032,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,-1,-0.014492753623188406,-0.014598540145985401,-9.999999999999918e-06,-0.014492753623188288,-0.01459854014598528
5.10204,23.4694,3,100000,23,0.00023,71,0.00071,100000,23,0.00023,71,0.00071,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,23.4694,4,100000,38,0.00038,74,0.00074,100000,38,0.00038,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,23.4694,5,100000,23,0.00023,93,0.00093,100000,23,0.00023,93,0.00093,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,25.5102,0,100000,17,0.00017,62,0.00062,100000,17,0.00017,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,1,0.01639344262295082,0.016260162601626018,1.0000000000000026e-05,0.016393442622950862,0.01626016260162606
5.10204,25.5102,1,100000,15,0.00015,65,0.00065,100000,15,0.00015,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,25.5102,2,100000,21,0.00021,69,0.00069,100000,21,0.00021,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,25.5102,3,100000,23,0.00023,71,0.00071,100000,23,0.00023,71,0.00071,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,25.5102,4,100000,16,0.00016,74,0.00074,100000,16,0.00016,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,25.5102,5,100000,50,0.0005,80,0.0008,100000,50,0.0005,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,27.551,0,100000,23,0.00023,63,0.00063,100000,23,0.00023,63,0.00063,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,27.551,1,100000,22,0.00022,79,0.00079,100000,22,0.00022,79,0.00079,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,27.551,2,100000,33,0.00033,81,0.00081,100000,33,0.00033,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,1,0.0125,0.012422360248447204,9.999999999999918e-06,0.012499999999999897,0.012422360248447104
5.10204,27.551,3,100000,21,0.00021,66,0.00066,100000,21,0.00021,66,0.00066,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,27.551,4,100000,26,0.00026,86,0.00086,100000,23,0.00023,84,0.00084,3,0.13043478260869565,0.12244897959183673,2.999999999999997e-05,0.1304347826086955,0.12244897959183662,2,0.023809523809523808,0.023529411764705882,1.9999999999999944e-05,0.023809523809523742,0.023529411764705816
5.10204,27.551,5,100000,39,0.00039,79,0.00079,100000,39,0.00039,79,0.00079,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,29.5918,0,100000,28,0.00028,60,0.0006,100000,28,0.00028,60,0.0006,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,29.5918,1,100000,29,0.00029,79,0.00079,100000,29,0.00029,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,1,0.01282051282051282,0.012738853503184714,1.0000000000000026e-05,0.012820512820512855,0.012738853503184747
5.10204,29.5918,2,100000,41,0.00041,77,0.00077,100000,41,0.00041,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,-1,-0.01282051282051282,-0.012903225806451613,-1.0000000000000026e-05,-0.012820512820512855,-0.012903225806451648
5.10204,29.5918,3,100000,19,0.00019,76,0.00076,100000,19,0.00019,76,0.00076,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,29.5918,4,100000,16,0.00016,74,0.00074,100000,19,0.00019,76,0.00076,-3,-0.15789473684210525,-0.17142857142857143,-2.9999999999999997e-05,-0.15789473684210525,-0.1714285714285714,-2,-0.02631578947368421,-0.02666666666666667,-2.0000000000000052e-05,-0.02631578947368428,-0.026666666666666738
5.10204,29.5918,5,100000,24,0.00024,60,0.0006,100000,22,0.00022,59,0.00059,2,0.09090909090909091,0.08695652173913043,1.9999999999999998e-05,0.0909090909090909,0.08695652173913042,1,0.01694915254237288,0.01680672268907563,9.999999999999918e-06,0.016949152542372743,0.01680672268907549
5.10204,31.6327,0,100000,16,0.00016,76,0.00076,100000,16,0.00016,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,-1,-0.012987012987012988,-0.013071895424836602,-9.999999999999918e-06,-0.01298701298701288,-0.013071895424836492
5.10204,31.6327,1,100000,27,0.00027,69,0.00069,100000,27,0.00027,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,-1,-0.014285714285714285,-0.014388489208633094,-1.0000000000000026e-05,-0.014285714285714323,-0.014388489208633132
5.10204,31.6327,2,100000,19,0.00019,62,0.00062,100000,19,0.00019,62,0.00062,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,31.6327,3,100000,31,0.00031,83,0.00083,100000,31,0.00031,83,0.00083,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,31.6327,4,100000,23,0.00023,72,0.00072,100000,23,0.00023,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,31.6327,5,100000,24,0.00024,78,0.00078,100000,24,0.00024,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,33.6735,0,100000,20,0.0002,64,0.00064,100000,20,0.0002,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,33.6735,1,100000,20,0.0002,69,0.00069,100000,20,0.0002,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,33.6735,2,100000,21,0.00021,80,0.0008,100000,20,0.0002,79,0.00079,1,0.05,0.04878048780487805,9.999999999999999e-06,0.049999999999999996,0.048780487804878044,1,0.012658227848101266,0.012578616352201259,1.0000000000000026e-05,0.012658227848101299,0.01257861635220129
5.10204,33.6735,3,100000,19,0.00019,69,0.00069,100000,19,0.00019,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,33.6735,4,100000,29,0.00029,80,0.0008,100000,29,0.00029,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,33.6735,5,100000,20,0.0002,65,0.00065,100000,22,0.00022,65,0.00065,-2,-0.09090909090909091,-0.09523809523809523,-1.9999999999999998e-05,-0.0909090909090909,-0.09523809523809522,0,0.0,0.0,0.0,0.0,0.0
5.10204,35.7143,0,100000,16,0.00016,55,0.00055,100000,15,0.00015,54,0.00054,1,0.06666666666666667,0.06451612903225806,1.0000000000000026e-05,0.06666666666666685,0.06451612903225823,1,0.018518518518518517,0.01834862385321101,1.0000000000000026e-05,0.018518518518518566,0.018348623853211055
5.10204,35.7143,1,100000,20,0.0002,60,0.0006,100000,20,0.0002,60,0.0006,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,35.7143,2,100000,17,0.00017,76,0.00076,100000,18,0.00018,77,0.00077,-1,-0.05555555555555555,-0.05714285714285714,-9.999999999999999e-06,-0.055555555555555546,-0.05714285714285713,-1,-0.012987012987012988,-0.013071895424836602,-9.999999999999918e-06,-0.01298701298701288,-0.013071895424836492
5.10204,35.7143,3,100000,30,0.0003,80,0.0008,100000,30,0.0003,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,35.7143,4,100000,41,0.00041,87,0.00087,100000,41,0.00041,87,0.00087,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,35.7143,5,100000,27,0.00027,74,0.00074,100000,27,0.00027,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,-1,-0.013333333333333334,-0.013422818791946308,-1.0000000000000026e-05,-0.013333333333333369,-0.013422818791946343
5.10204,37.7551,0,100000,37,0.00037,85,0.00085,100000,38,0.00038,86,0.00086,-1,-0.02631578947368421,-0.02666666666666667,-1.0000000000000026e-05,-0.02631578947368428,-0.026666666666666738,-1,-0.011627906976744186,-0.011695906432748537,-1.0000000000000026e-05,-0.011627906976744217,-0.011695906432748569
5.10204,37.7551,1,100000,30,0.0003,75,0.00075,100000,30,0.0003,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,37.7551,2,100000,26,0.00026,75,0.00075,100000,26,0.00026,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,37.7551,3,100000,30,0.0003,76,0.00076,100000,30,0.0003,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,1,0.013333333333333334,0.013245033112582781,1.0000000000000026e-05,0.013333333333333369,0.013245033112582816
5.10204,37.7551,4,100000,17,0.00017,83,0.00083,100000,17,0.00017,83,0.00083,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,37.7551,5,100000,27,0.00027,64,0.00064,100000,27,0.00027,63,0.00063,0,0.0,0.0,0.0,0.0,0.0,1,0.015873015873015872,0.015748031496062992,1.0000000000000026e-05,0.015873015873015914,0.015748031496063034
5.10204,39.7959,0,100000,21,0.00021,80,0.0008,100000,21,0.00021,79,0.00079,0,0.0,0.0,0.0,0.0,0.0,1,0.012658227848101266,0.012578616352201259,1.0000000000000026e-05,0.012658227848101299,0.01257861635220129
5.10204,39.7959,1,100000,50,0.0005,72,0.00072,100000,50,0.0005,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,39.7959,2,100000,34,0.00034,60,0.0006,100000,34,0.00034,60,0.0006,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,39.7959,3,100000,33,0.00033,77,0.00077,100000,33,0.00033,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,-1,-0.01282051282051282,-0.012903225806451613,-1.0000000000000026e-05,-0.012820512820512855,-0.012903225806451648
5.10204,39.7959,4,100000,23,0.00023,76,0.00076,100000,23,0.00023,76,0.00076,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,39.7959,5,100000,22,0.00022,65,0.00065,100000,22,0.00022,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,41.8367,0,100000,26,0.00026,78,0.00078,100000,26,0.00026,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,41.8367,1,100000,29,0.00029,64,0.00064,100000,29,0.00029,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,41.8367,2,100000,49,0.00049,66,0.00066,100000,49,0.00049,66,0.00066,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,41.8367,3,100000,22,0.00022,89,0.00089,100000,22,0.00022,87,0.00087,0,0.0,0.0,0.0,0.0,0.0,2,0.022988505747126436,0.022727272727272728,1.9999999999999944e-05,0.022988505747126374,0.022727272727272665
5.10204,41.8367,4,100000,26,0.00026,58,0.00058,100000,26,0.00026,57,0.00057,0,0.0,0.0,0.0,0.0,0.0,1,0.017543859649122806,0.017391304347826087,1.0000000000000026e-05,0.017543859649122855,0.017391304347826132
5.10204,41.8367,5,100000,29,0.00029,73,0.00073,100000,29,0.00029,73,0.00073,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,43.8776,0,100000,19,0.00019,74,0.00074,100000,19,0.00019,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,-1,-0.013333333333333334,-0.013422818791946308,-1.0000000000000026e-05,-0.013333333333333369,-0.013422818791946343
5.10204,43.8776,1,100000,38,0.00038,77,0.00077,100000,38,0.00038,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,43.8776,2,100000,26,0.00026,70,0.0007,100000,26,0.00026,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,43.8776,3,100000,53,0.00053,64,0.00064,100000,53,0.00053,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,-1,-0.015384615384615385,-0.015503875968992248,-9.999999999999918e-06,-0.015384615384615259,-0.015503875968992121
5.10204,43.8776,4,100000,27,0.00027,61,0.00061,100000,27,0.00027,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,43.8776,5,100000,25,0.00025,80,0.0008,100000,25,0.00025,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,45.9184,0,100000,19,0.00019,68,0.00068,100000,19,0.00019,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,45.9184,1,100000,39,0.00039,64,0.00064,100000,39,0.00039,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,45.9184,2,100000,29,0.00029,68,0.00068,100000,29,0.00029,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,45.9184,3,100000,28,0.00028,66,0.00066,100000,28,0.00028,66,0.00066,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,45.9184,4,100000,31,0.00031,69,0.00069,100000,29,0.00029,68,0.00068,2,0.06896551724137931,0.06666666666666667,1.9999999999999998e-05,0.06896551724137931,0.06666666666666665,1,0.014705882352941176,0.014598540145985401,9.999999999999918e-06,0.014705882352941055,0.01459854014598528
5.10204,45.9184,5,100000,29,0.00029,72,0.00072,100000,29,0.00029,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,47.9592,0,100000,40,0.0004,66,0.00066,100000,40,0.0004,66,0.00066,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,47.9592,1,100000,29,0.00029,67,0.00067,100000,29,0.00029,67,0.00067,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,47.9592,2,100000,24,0.00024,72,0.00072,100000,24,0.00024,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,47.9592,3,100000,22,0.00022,74,0.00074,100000,22,0.00022,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,47.9592,4,100000,23,0.00023,75,0.00075,100000,25,0.00025,76,0.00076,-2,-0.08,-0.08333333333333333,-1.9999999999999998e-05,-0.07999999999999999,-0.08333333333333333,-1,-0.013157894736842105,-0.013245033112582781,-1.0000000000000026e-05,-0.01315789473684214,-0.013245033112582816
5.10204,47.9592,5,100000,23,0.00023,56,0.00056,100000,23,0.00023,55,0.00055,0,0.0,0.0,0.0,0.0,0.0,1,0.01818181818181818,0.018018018018018018,9.999999999999918e-06,0.018181818181818032,0.018018018018017872
5.10204,50.0,0,100000,32,0.00032,79,0.00079,100000,32,0.00032,79,0.00079,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,50.0,1,100000,26,0.00026,68,0.00068,100000,26,0.00026,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,50.0,2,100000,33,0.00033,54,0.00054,100000,33,0.00033,53,0.00053,0,0.0,0.0,0.0,0.0,0.0,1,0.018867924528301886,0.018691588785046728,1.0000000000000026e-05,0.018867924528301938,0.01869158878504678
5.10204,50.0,3,100000,23,0.00023,67,0.00067,100000,23,0.00023,66,0.00066,0,0.0,0.0,0.0,0.0,0.0,1,0.015151515151515152,0.015037593984962405,1.0000000000000026e-05,0.015151515151515192,0.015037593984962445
5.10204,50.0,4,100000,21,0.00021,69,0.00069,100000,21,0.00021,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
5.10204,50.0,5,100000,30,0.0003,75,0.00075,100000,30,0.0003,75,0.00075,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-50.0,0,100000,25,0.00025,60,0.0006,100000,25,0.00025,60,0.0006,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-50.0,1,100000,32,0.00032,92,0.00092,100000,32,0.00032,93,0.00093,0,0.0,0.0,0.0,0.0,0.0,-1,-0.010752688172043012,-0.010810810810810811,-1.0000000000000026e-05,-0.010752688172043038,-0.01081081081081084
7.14286,-50.0,2,100000,38,0.00038,79,0.00079,100000,38,0.00038,78,0.00078,0,0.0,0.0,0.0,0.0,0.0,1,0.01282051282051282,0.012738853503184714,1.0000000000000026e-05,0.012820512820512855,0.012738853503184747
7.14286,-50.0,3,100000,24,0.00024,76,0.00076,100000,24,0.00024,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,-1,-0.012987012987012988,-0.013071895424836602,-9.999999999999918e-06,-0.01298701298701288,-0.013071895424836492
7.14286,-50.0,4,100000,25,0.00025,67,0.00067,100000,25,0.00025,67,0.00067,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-50.0,5,100000,14,0.00014,61,0.00061,100000,14,0.00014,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-47.9592,0,100000,17,0.00017,63,0.00063,100000,17,0.00017,63,0.00063,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-47.9592,1,100000,21,0.00021,80,0.0008,100000,21,0.00021,80,0.0008,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-47.9592,2,100000,42,0.00042,71,0.00071,100000,42,0.00042,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,-1,-0.013888888888888888,-0.013986013986013986,-1.0000000000000026e-05,-0.013888888888888925,-0.013986013986014022
7.14286,-47.9592,3,100000,43,0.00043,82,0.00082,100000,42,0.00042,79,0.00079,1,0.023809523809523808,0.023529411764705882,9.999999999999972e-06,0.023809523809523742,0.023529411764705816,3,0.0379746835443038,0.037267080745341616,2.999999999999997e-05,0.03797468354430376,0.03726708074534158
7.14286,-47.9592,4,100000,47,0.00047,65,0.00065,100000,47,0.00047,65,0.00065,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-47.9592,5,100000,47,0.00047,75,0.00075,100000,46,0.00046,75,0.00075,1,0.021739130434782608,0.021505376344086023,9.999999999999972e-06,0.021739130434782546,0.02150537634408596,0,0.0,0.0,0.0,0.0,0.0
7.14286,-45.9184,0,100000,20,0.0002,78,0.00078,100000,19,0.00019,76,0.00076,1,0.05263157894736842,0.05128205128205128,9.999999999999999e-06,0.05263157894736841,0.05128205128205127,2,0.02631578947368421,0.025974025974025976,1.9999999999999944e-05,0.026315789473684136,0.0259740259740259
7.14286,-45.9184,1,100000,33,0.00033,80,0.0008,100000,33,0.00033,79,0.00079,0,0.0,0.0,0.0,0.0,0.0,1,0.012658227848101266,0.012578616352201259,1.0000000000000026e-05,0.012658227848101299,0.01257861635220129
7.14286,-45.9184,2,100000,31,0.00031,81,0.00081,100000,31,0.00031,81,0.00081,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-45.9184,3,100000,44,0.00044,82,0.00082,100000,45,0.00045,85,0.00085,-1,-0.022222222222222223,-0.02247191011235955,-9.999999999999972e-06,-0.02222222222222216,-0.022471910112359487,-3,-0.03529411764705882,-0.03592814371257485,-2.999999999999997e-05,-0.03529411764705879,-0.035928143712574814
7.14286,-45.9184,4,100000,19,0.00019,67,0.00067,100000,19,0.00019,67,0.00067,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-45.9184,5,100000,18,0.00018,65,0.00065,100000,19,0.00019,65,0.00065,-1,-0.05263157894736842,-0.05405405405405406,-9.999999999999999e-06,-0.05263157894736841,-0.05405405405405405,0,0.0,0.0,0.0,0.0,0.0
7.14286,-43.8776,0,100000,32,0.00032,74,0.00074,100000,33,0.00033,76,0.00076,-1,-0.030303030303030304,-0.03076923076923077,-9.999999999999972e-06,-0.030303030303030217,-0.030769230769230684,-2,-0.02631578947368421,-0.02666666666666667,-2.0000000000000052e-05,-0.02631578947368428,-0.026666666666666738
7.14286,-43.8776,1,100000,40,0.0004,76,0.00076,100000,40,0.0004,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,-1,-0.012987012987012988,-0.013071895424836602,-9.999999999999918e-06,-0.01298701298701288,-0.013071895424836492
7.14286,-43.8776,2,100000,20,0.0002,68,0.00068,100000,20,0.0002,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-43.8776,3,100000,33,0.00033,65,0.00065,100000,33,0.00033,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,1,0.015625,0.015503875968992248,9.999999999999918e-06,0.01562499999999987,0.015503875968992121
7.14286,-43.8776,4,100000,27,0.00027,74,0.00074,100000,27,0.00027,74,0.00074,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-43.8776,5,100000,34,0.00034,87,0.00087,100000,34,0.00034,88,0.00088,0,0.0,0.0,0.0,0.0,0.0,-1,-0.011363636363636364,-0.011428571428571429,-1.0000000000000026e-05,-0.011363636363636393,-0.011428571428571458
7.14286,-41.8367,0,100000,30,0.0003,70,0.0007,100000,30,0.0003,69,0.00069,0,0.0,0.0,0.0,0.0,0.0,1,0.014492753623188406,0.014388489208633094,1.0000000000000026e-05,0.014492753623188444,0.014388489208633132
7.14286,-41.8367,1,100000,19,0.00019,58,0.00058,100000,19,0.00019,57,0.00057,0,0.0,0.0,0.0,0.0,0.0,1,0.017543859649122806,0.017391304347826087,1.0000000000000026e-05,0.017543859649122855,0.017391304347826132
7.14286,-41.8367,2,100000,17,0.00017,70,0.0007,100000,17,0.00017,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-41.8367,3,100000,22,0.00022,64,0.00064,100000,22,0.00022,64,0.00064,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-41.8367,4,100000,35,0.00035,72,0.00072,100000,35,0.00035,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-41.8367,5,100000,29,0.00029,68,0.00068,100000,29,0.00029,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-39.7959,0,100000,30,0.0003,71,0.00071,100000,30,0.0003,72,0.00072,0,0.0,0.0,0.0,0.0,0.0,-1,-0.013888888888888888,-0.013986013986013986,-1.0000000000000026e-05,-0.013888888888888925,-0.013986013986014022
7.14286,-39.7959,1,100000,50,0.0005,89,0.00089,100000,50,0.0005,89,0.00089,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-39.7959,2,100000,31,0.00031,71,0.00071,100000,31,0.00031,71,0.00071,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-39.7959,3,100000,20,0.0002,68,0.00068,100000,20,0.0002,68,0.00068,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-39.7959,4,100000,42,0.00042,77,0.00077,100000,42,0.00042,77,0.00077,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-39.7959,5,100000,27,0.00027,61,0.00061,100000,27,0.00027,61,0.00061,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-37.7551,0,100000,34,0.00034,70,0.0007,100000,34,0.00034,70,0.0007,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-37.7551,1,100000,35,0.00035,71,0.00071,100000,35,0.00035,71,0.00071,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
7.14286,-37.7551,2,100000,33,0.00033,84,0.00084,100000,33,0.00033,84,0.00084,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
